created_at,referenced_type,referenced_id,source,id,reply_settings,lang,author_id,text,geo_id,retweet_count,reply_count,like_count,quote_count,conversation_id,api_date,username,description,user_verified,user_created_at,user_name,user_followers_count,user_following_count,user_tweet_count,user_listed_count,place_type,country,full_name,country_code,name,result_count,next_token
2022-08-12T23:13:31.000Z,retweeted,1.5581888246976594e+18,Twitter for Android,1558230227381374976,everyone,es,1384630084473180162,"RT @SoyCBorges: Usted es un Presidente Obrero Nicolás. Dando pleno respaldo a la clase trabajadora del Sector Educativo.

#GraciasPresident…",,136,0,0,0,1558230227381374976,2022-08-23 00:00:12.311968,EstefaniCh5,100% chavista y madurista🇻🇪|tuitera activa📌,False,2021-04-20T22:08:42.000Z,Estefani Ch,110,27,15910,0,none,none,none,none,none,491,b26v89c19zqg8o3fpz5nhfkgednran28lugsfi5lt0ynx
2022-08-12T23:13:31.000Z,replied_to,1.5575322752392602e+18,Twitter Web App,1558230227150520321,everyone,en,710549117555109888,@joncoopertweets Smoke some weed and go to sleep -- you will wake up in whatever alternative reality you want for yourself.,,0,0,0,0,1557532275239260161,2022-08-23 00:00:12.312467,rashidakhan1977,Baby murder is not a constitutionally protected right.,False,2016-03-17T19:31:25.000Z,Pro-life Potter Sibyl,555,745,27690,7,none,none,none,none,none,491,b26v89c19zqg8o3fpz5nhfkgednran28lugsfi5lt0ynx
2022-08-12T23:13:31.000Z,retweeted,1.5582159259329536e+18,Twitter Web App,1558230227070832640,everyone,en,41641653,RT @Angry_Staffer: This Brandon fellow sure is racking up accomplishments,,5787,0,0,0,1558230227070832640,2022-08-23 00:00:12.312467,bscritic,Bob Strauss covers film and television for the San Francisco Chronicle and whoever else will pay him.,False,2009-05-21T18:14:29.000Z,Bob Strauss,1470,768,74034,73,none,none,none,none,none,491,b26v89c19zqg8o3fpz5nhfkgednran28lugsfi5lt0ynx
2022-08-12T23:13:31.000Z,retweeted,1.5581706575816663e+18,Twitter for Android,1558230226756403203,everyone,en,1042496011246026752,RT @LilSinBean: Have I ever told you that Ra is CAKED up? https://t.co/SOqWZPjNof,,5,0,0,0,1558230226756403203,2022-08-23 00:00:12.312467,EmperorFox1,"Now running a library ( png coming soon)
 Sorry if I'm lewd, but also not sorry.",False,2018-09-19T19:29:52.000Z,Foxboi ( Also known as Atomic),100,733,44206,0,none,none,none,none,none,491,b26v89c19zqg8o3fpz5nhfkgednran28lugsfi5lt0ynx
2022-08-12T23:13:31.000Z,retweeted,1.5581022729278423e+18,Twitter Web App,1558230226743660544,everyone,en,1145192222070984706,RT @owillis: so did any hill reporter even bring up the attack on the fbi building to any house republicans today? or is that off limits be…,,302,0,0,0,1558230226743660544,2022-08-23 00:00:12.312467,ErrantNerd,"A youtube video maker, focusing on fantasy, superheroes, and my favorite video games.",False,2019-06-30T04:47:57.000Z,The Nerd Errant,180,554,140226,4,none,none,none,none,none,491,b26v89c19zqg8o3fpz5nhfkgednran28lugsfi5lt0ynx
2022-08-12T23:13:31.000Z,retweeted,1.5556259113361244e+18,Twitter for iPhone,1558230226622087170,everyone,en,1228812386259390464,RT @GraysonsCumRag: It the way his massive arm almost covers up the entire photo 😩 (also his face in the photo is so fucking hot 🤤) https:/…,,26,0,0,0,1558230226622087170,2022-08-23 00:00:12.312467,OwenJoynerslut,18,False,2020-02-15T22:44:48.000Z,OPGcumslut,311,113,5343,1,none,none,none,none,none,491,b26v89c19zqg8o3fpz5nhfkgednran28lugsfi5lt0ynx
2022-08-12T23:13:31.000Z,retweeted,1.5581492316548874e+18,Twitter for Android,1558230226521321473,everyone,en,1557304657361260544,"RT @tendiesapp: 🚨We are giving away $1,000 to broker connected users!🚨
📈Download the Tendies app or sign up on desktop to connect and post…",,11965,0,0,0,1558230226521321473,2022-08-23 00:00:12.312467,jihyoo123,i am not multi account my account is suspended @joyred123 @bigwin123 @claywin_freetag thank you,False,2022-08-10T09:55:56.000Z,jancok freetag unlimited,45,999,3600,0,none,none,none,none,none,491,b26v89c19zqg8o3fpz5nhfkgednran28lugsfi5lt0ynx
2022-08-12T23:13:31.000Z,retweeted,1.5582276498013635e+18,Twitter for Android,1558230226504663041,everyone,pt,1302807343948804102,"RT @kimpaim: A mentira tem perna curta e 9 dedos.

A turma do Lula não vai pelo menos apagar as fakenews? Porque se desculpar é algo inimag…",,1316,0,0,0,1558230226504663041,2022-08-23 00:00:12.312967,Levicm1e,,False,2020-09-07T03:15:05.000Z,Levi C Machado,230,177,15142,0,none,none,none,none,none,491,b26v89c19zqg8o3fpz5nhfkgednran28lugsfi5lt0ynx
2022-08-12T23:13:31.000Z,retweeted,1.558146609619288e+18,Twitter for iPhone,1558230226475356161,everyone,en,1138997034894155778,RT @SlimHeroics: Nigga see a woman he likes in your mentions and now every tweet of yours is hilarious. Nigga will quote the shit and get p…,,15,0,0,0,1558230226475356161,2022-08-23 00:00:12.314465,gudgirlgonebod,"i dont like baby daddies, leave me alone || 🇯🇲🇸🇽",False,2019-06-13T02:30:29.000Z,FellyTheStallion,995,412,159032,8,none,none,none,none,none,491,b26v89c19zqg8o3fpz5nhfkgednran28lugsfi5lt0ynx
2022-08-12T23:13:31.000Z,retweeted,1.558185966829015e+18,Twitter for Android,1558230226420867074,everyone,es,260918288,"RT @MundoEConflicto: 🇺🇸 | Luego del allanamiento de esta semana, el FBI encontró 11 conjuntos de documentos clasificados, algunos de ellos…",,99,0,0,0,1558230226420867074,2022-08-23 00:00:12.314465,elias_artista,"Naci en El Salvador en el año de 1974 con plena conciencia como le cuadra al hombre despierto, en busca de los hechos malditos ignorados por la ciencia.",False,2011-03-04T21:51:20.000Z,elias_artista,221,502,103326,1,none,none,none,none,none,491,b26v89c19zqg8o3fpz5nhfkgednran28lugsfi5lt0ynx
2022-08-12T23:13:31.000Z,retweeted,1.5580945400823972e+18,Twitter for iPhone,1558230226274066433,everyone,es,987395192,"RT @IglesiasJulio87: ""En caso de que las reservas de gas no sean suficientes podemos acudir a Venezuela"", dice la ministra de Minas. Yo hab…",,2289,0,0,0,1558230226274066433,2022-08-23 00:00:12.314964,antoniofonseca0,Abogado. DIOS conmigo está.,False,2012-12-03T20:44:59.000Z,Antonio fonseca z,472,499,26602,1,none,none,none,none,none,491,b26v89c19zqg8o3fpz5nhfkgednran28lugsfi5lt0ynx
2022-08-12T23:13:31.000Z,,,Twitter for iPhone,1558230226185986052,everyone,en,936477507490123776,"Have you ever been so fucked up you watch a video of yourself showing off a new shirt and obsess over how beautiful you really are? 
🥹🥹🥹 

Is this self love? https://t.co/K7uM6e4ExZ",,0,0,8,0,1558230226185986052,2022-08-23 00:00:12.314964,_Lassie26,Goddess of Gas. !fart I 💕 Doodling & Puns (she/her) ❤️✌🏼 🕹 Community Member of @ourgamelounge ✉️Business Inquiries: lassie26streams@gmail.com,False,2017-12-01T06:10:11.000Z,Lassie,1468,1646,19709,13,none,none,none,none,none,491,b26v89c19zqg8o3fpz5nhfkgednran28lugsfi5lt0ynx
2022-08-12T23:13:31.000Z,retweeted,1.5578726013176586e+18,Twitter for Android,1558230226123227136,everyone,in,1187250734204456960,"RT @24Abdil: Ukhti up
https://t.co/0Ii5iDn7sC

https://t.co/d1cQjiKMqi

https://t.co/TusDSVt2Sg

https://t.co/HFSN3JTDAj

https://t.co/uFoT…",,1698,0,0,0,1558230226123227136,2022-08-23 00:00:12.315464,saromben007,,False,2019-10-24T06:13:36.000Z,Pengenngentot,13,55,295,1,none,none,none,none,none,491,b26v89c19zqg8o3fpz5nhfkgednran28lugsfi5lt0ynx
2022-08-12T23:13:31.000Z,retweeted,1.558115838795948e+18,Twitter for Android,1558230226055958529,everyone,pt,139589138,RT @ThiagoResiste: @LulaOficial Quem tá com Lula comenta aí ESTOU COM LULA,,252,0,0,0,1558230226055958529,2022-08-23 00:00:12.315464,marcelodestaque,,False,2010-05-03T02:49:08.000Z,🚩🚩Marcelo Moraes 🚩🚩,480,1562,31443,1,none,none,none,none,none,491,b26v89c19zqg8o3fpz5nhfkgednran28lugsfi5lt0ynx
2022-08-12T23:13:31.000Z,retweeted,1.5582215579353416e+18,Twitter for Android,1558230225980358657,everyone,pt,705857298015653888,"RT @iamnotbgrei_: Personagens que me representam

Jair Bolsonaro 
Flávio Bolsonaro 
Eduardo Bolsonaro",,15,0,0,0,1558230225980358657,2022-08-23 00:00:12.315464,mo4ios,,False,2016-03-04T20:47:48.000Z,:D ✝️,233,332,104260,0,none,none,none,none,none,491,b26v89c19zqg8o3fpz5nhfkgednran28lugsfi5lt0ynx
2022-08-12T23:13:31.000Z,retweeted,1.5581977308199404e+18,Twitter for iPhone,1558230225959493637,everyone,en,1481623258189467655,RT @bruhfIovski: SOUTH PARK NATION WAKE UP #sptwt #SouthPark https://t.co/LmUR1bxayb,,271,0,0,0,1558230225959493637,2022-08-23 00:00:12.315464,PanNdMentlyIll,"FTM TR@NN7, EDTWT, SHTWT, SPTWT, CREE 💞, PAN and finally, 💅
bitch im 16 lmao forgot that part",False,2022-01-13T13:44:54.000Z,MayMay,82,177,2901,1,none,none,none,none,none,491,b26v89c19zqg8o3fpz5nhfkgednran28lugsfi5lt0ynx
2022-08-12T23:13:30.000Z,retweeted,1.558207817235964e+18,Twitter for Android,1558230225762533376,everyone,en,1455180382018539521,"RT @muftimenk: You’ll be hurt, you’ll be in pain. You’ll fall. That’s part of life. But as long as you get hold of yourself and get back up…",,10953,0,0,0,1558230225762533376,2022-08-23 00:00:12.315962,gucihoomann,»»——✧'you give me the best of me show you'll give you the best of you'✧——««..｡o○♡@bts_twt♡○o｡..🪐,False,2021-11-01T14:30:27.000Z,pia,844,1065,20715,0,none,none,none,none,none,491,b26v89c19zqg8o3fpz5nhfkgednran28lugsfi5lt0ynx
2022-08-12T23:13:30.000Z,retweeted,1.558229984921133e+18,Twitter for Android,1558230225699442689,everyone,en,1369043414013140997,"RT @FIBO_80s_CHILD: @irfan48866005 @Squid_Grow @Squid_Grow is ready for the next leg up! Don't sleep on this, fill your wallets! This thing…",,4,0,0,0,1558230225699442689,2022-08-23 00:00:12.315962,Crypto__G3,🐙,False,2021-03-08T21:52:50.000Z,Crypto G3 (El Alfa),171,257,5810,11,none,none,none,none,none,491,b26v89c19zqg8o3fpz5nhfkgednran28lugsfi5lt0ynx
2022-08-12T23:13:30.000Z,retweeted,1.5581451046234112e+18,TweetDeck,1558230225695170560,everyone,en,49712780,"RT @videogamedeals: Follow CAG, @upswitchusa &amp; Retweet for a Chance to Win an Orion by Up-Switch, a Integrated HD IPS 11.6 Monitor made for…",,2495,0,0,0,1558230225695170560,2022-08-23 00:00:12.315962,WolfSamurai,"Geek, writer, editor, and gamer. He/Him. Freelance RPG designer. I do lots of 13th Age stuff. https://t.co/qgJUDSflDj",False,2009-06-22T18:16:10.000Z,Aaron,969,572,87828,77,none,none,none,none,none,491,b26v89c19zqg8o3fpz5nhfkgednran28lugsfi5lt0ynx
2022-08-12T23:13:30.000Z,retweeted,1.558181657802408e+18,Twitter for iPhone,1558230225653309443,everyone,en,448275996,"RT @JohnFetterman: The only code you’re allowed to steal is Up, Up, Down, Down, Left, Right, Left, Right, B, A, Start",,7225,0,0,0,1558230225653309443,2022-08-23 00:00:12.315962,JFitzpatrick71,"lawyer, advocate for the deaf and hard-of-hearing",False,2011-12-27T20:33:20.000Z,jeremy fitzpatrick,516,3126,1965,9,none,none,none,none,none,491,b26v89c19zqg8o3fpz5nhfkgednran28lugsfi5lt0ynx
2022-08-12T23:13:30.000Z,retweeted,1.5581664294629745e+18,Twitter for Android,1558230225581813760,everyone,en,1072985366880182272,RT @RiseFallNickBck: It all adds up. https://t.co/oa8ZwyXEnT,,33,0,0,0,1558230225581813760,2022-08-23 00:00:12.315962,RuttsuS,"I'm love anime, drawing, Legos, roleplay, cartoons, video games, dragon ball, one piece, bleach and other animes

He/Him

I'm a huge fan of Good 21 and human 21",False,2018-12-12T22:43:41.000Z,Jamerson Wooldridge,358,838,353101,4,none,none,none,none,none,491,b26v89c19zqg8o3fpz5nhfkgednran28lugsfi5lt0ynx
2022-08-12T23:13:30.000Z,,,Twitter Web App,1558230225514729472,everyone,nl,1549547065595908096,"Rise(UK) 40.5-42-43-45-46-49-52-55-58 41-58 41.5-43 42-43-46-49-52-55 43-46-49-52-55-58-62 Step up Filter Ring Adapter (40.5m [CJ9OFJE]

https://t.co/SRmxaW1xnf",,0,0,0,0,1558230225514729472,2022-08-23 00:00:12.315962,Jonatan581,,False,2022-07-20T00:09:55.000Z,Jonatan58,1,2,2635,0,none,none,none,none,none,491,b26v89c19zqg8o3fpz5nhfkgednran28lugsfi5lt0ynx
2022-08-12T23:13:30.000Z,replied_to,1.558184294899671e+18,Twitter for iPhone,1558230225497968641,everyone,en,791063286850719744,@MarshaBlackburn Shut Up no one’s care what you think or want,,0,0,0,0,1558184294899671042,2022-08-23 00:00:12.315962,Jackiewaltman1,"America needs to stand up we need to take back our White House and prison all Americans who has betrayed it, wake up now and take charge our children deserve it",False,2016-10-25T23:45:59.000Z,justice/accountability. 💉💉💉🇺🇦,261,1136,11280,0,none,none,none,none,none,491,b26v89c19zqg8o3fpz5nhfkgednran28lugsfi5lt0ynx
2022-08-12T23:13:30.000Z,,,Twitter for iPhone,1558230225477320705,everyone,en,64353966,Lock him up? Violations of the Espionage Act were amongst the laws cited in warrant for top secret documents Trump unlawfully stashed at his country club home. https://t.co/0aqBaXYmLp,,1,0,1,0,1558230225477320705,2022-08-23 00:00:12.316461,LeslieCannold,US-born Oz-based Ethicist & Fiction + Non-fiction Author. Fairfax+Power Index gongs as top thinker; 2011 Humanist of the Year. Columnist @crikey_news,False,2009-08-10T07:17:40.000Z,Dr Leslie Cannold,10788,1138,33986,437,none,none,none,none,none,491,b26v89c19zqg8o3fpz5nhfkgednran28lugsfi5lt0ynx
2022-08-12T23:13:30.000Z,retweeted,1.557903686931665e+18,Twitter for iPhone,1558230225418219521,everyone,in,821602302431789056,"RT @FaizinAzmi: so cerita dia, pagi hari khamis aku bangun dada rasa tak ngam. aku ingat muscle sprain so aku buat la bodo sapu minyak cap…",,12535,0,0,0,1558230225418219521,2022-08-23 00:00:12.316461,mizanrzk,life is play,False,2017-01-18T06:17:08.000Z,‎ميزان رزق,100,187,8726,0,none,none,none,none,none,491,b26v89c19zqg8o3fpz5nhfkgednran28lugsfi5lt0ynx
2022-08-12T23:13:30.000Z,retweeted,1.5581216103260365e+18,Twitter for Android,1558230225309388802,everyone,es,1269324746556092417,"RT @CoalicionMulti: VAMOS POR LOS 15.000 SEGUIDORES!

Hagamos llegar esta cuenta de apoyo al Presidente Luis Lacalle Pou y la coalición de…",,267,0,0,0,1558230225309388802,2022-08-23 00:00:12.316461,rcpereira1272_,HAY ORDEN DE NO AFLOJAR!!!💙💙💙🇺🇾🇺🇾🇺🇾,False,2020-06-06T17:46:35.000Z,Rosa Pereira,2969,3088,184793,0,none,none,none,none,none,491,b26v89c19zqg8o3fpz5nhfkgednran28lugsfi5lt0ynx
2022-08-12T23:13:30.000Z,retweeted,1.5581993096062935e+18,Twitter for Android,1558230225225490446,everyone,es,1510793018147807237,RT @YoAlejoV: Qué bueno tener un presidente que responde a las preguntas de los periodistas y no como Duque que solo organizaba auto entrev…,,1318,0,0,0,1558230225225490446,2022-08-23 00:00:12.316461,jaime_velosa,"Docente, investigador, clínica psicoanalítica.",False,2022-04-04T01:35:15.000Z,Jaime Velosa,59,180,5197,0,none,none,none,none,none,491,b26v89c19zqg8o3fpz5nhfkgednran28lugsfi5lt0ynx
2022-08-12T23:13:30.000Z,,,Twitter for iPhone,1558230225154150403,everyone,en,1517623917216739329,"@IlhanMN America, the way it’s structured. Saved your life. So you grow up under its privileges and great $9 coffee. Now according to you America is poison and needs destroyed? When did you become radicalized? If America saving lives of people like you? A two faced biatch!",,0,0,0,0,1558230225154150403,2022-08-23 00:00:12.316461,jmac44976,WHITE 50 STR8 MALE PRIDE•Pro-Wounded Warriors•Pro-life•Pro-Trump•Anti-Tran”God DOESNT make mistakes”•I have MS but MS does not have me•MS Warrior,False,2022-04-22T21:59:09.000Z,Johnny Mac,68,202,1818,0,none,none,none,none,none,491,b26v89c19zqg8o3fpz5nhfkgednran28lugsfi5lt0ynx
2022-08-12T23:13:30.000Z,retweeted,1.5580158517138596e+18,Twitter Web App,1558230225028542465,everyone,en,1401833452517744642,"RT @mystarlings: pov you just woke up, it's january  2022, lxiem still fresh debut, british debuff is one of the funniest thing, njen slowl…",,290,0,0,0,1558230225028542465,2022-08-23 00:00:12.316961,morihoshin_n,"body in abyss, heart in paradise ..🌌 ""我永远是你最忠实的信徒.” 🇯🇵🇨🇳🇵🇭 pfp creds : @To___e",False,2021-06-07T09:29:26.000Z,mori,881,1341,12214,15,none,none,none,none,none,491,b26v89c19zqg8o3fpz5nhfkgednran28lugsfi5lt0ynx
